intézmény megyéje;vizsgázó évfolyama;vizsgázó képzési típusa;vizsgázó neme;vizsga fajtája;vizsgamentesség;vizsga nyelve;érdemjegy;össz százalék;össz pontszám;vizsgázó részvétele;I. rész;II. rész;írásbeli pontszám;az elméleti kérdések összesen;a 3 feladat összesen;matematikai kommunikáció;szóbeli pontszám
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;4;71;71;megjelent;29;42;71;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;4;71;71;megjelent;27;44;71;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;71;71;megjelent;25;46;71;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;4;71;71;megjelent;25;46;71;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;4;71;71;megjelent;25;46;71;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;4;71;71;megjelent;28;43;71;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;25;46;71;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;71;71;megjelent;27;44;71;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;28;43;71;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;24;47;71;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;71;71;megjelent;25;46;71;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;71;71;megjelent;24;47;71;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;19;52;71;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;23;48;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;4;71;71;megjelent;29;42;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;4;71;71;megjelent;23;48;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;3;47;71;megjelent;12;11;23;13;30;5;48
Szabolcs-Szatmár-Bereg;13;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;26;45;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;4;71;71;megjelent;28;43;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;28;43;71;-;-;-;-
Szabolcs-Szatmár-Bereg;8;gimnázium;férfi;rendes;Nem;magyar;4;71;71;megjelent;22;49;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;25;46;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;4;71;71;megjelent;27;44;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;23;48;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;71;71;megjelent;25;46;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;24;47;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;23;48;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;4;71;71;megjelent;26;45;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;27;44;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;20;51;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;28;43;71;-;-;-;-
Szabolcs-Szatmár-Bereg;4;gimnázium;nő;rendes;Nem;magyar;4;71;71;megjelent;25;46;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;4;71;71;megjelent;28;43;71;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;3;47;71;megjelent;9;14;23;15;29;4;48
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;71;71;megjelent;27;44;71;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;72;72;megjelent;26;46;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;29;43;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;72;72;megjelent;26;46;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;72;72;megjelent;29;43;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;72;72;megjelent;26;46;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;72;72;megjelent;29;43;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;72;72;megjelent;26;46;72;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;18;54;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;23;49;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;3;48;72;megjelent;13;10;23;15;29;5;49
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;angol;4;72;72;megjelent;23;49;72;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;26;46;72;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;22;50;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;72;72;megjelent;26;46;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;26;46;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Borsod-Abaúj-Zemplén;13;-;férfi;ismétlő;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;30;42;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;28;44;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;72;72;megjelent;30;42;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;26;46;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;spanyol;4;72;72;megjelent;22;50;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;24;48;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;spanyol;4;72;72;megjelent;25;47;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;28;44;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;28;44;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;29;43;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;72;72;megjelent;30;42;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;24;48;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;23;49;72;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;30;42;72;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;24;48;72;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;24;48;72;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;24;48;72;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;72;72;megjelent;30;42;72;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;72;72;megjelent;30;42;72;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;28;44;72;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;28;44;72;-;-;-;-
Somogy;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;72;72;megjelent;23;49;72;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;24;48;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;24;48;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;23;49;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;23;49;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;30;42;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;24;48;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;72;72;megjelent;29;43;72;-;-;-;-
Szabolcs-Szatmár-Bereg;4;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;28;44;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;24;48;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;28;44;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;72;72;megjelent;28;44;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;4;72;72;megjelent;23;49;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Szabolcs-Szatmár-Bereg;4;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;25;47;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;72;72;megjelent;27;45;72;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;72;72;megjelent;24;48;72;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;26;47;73;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;73;73;megjelent;27;46;73;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;73;73;megjelent;29;44;73;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;73;73;megjelent;26;47;73;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;angol;4;73;73;megjelent;25;48;73;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;28;45;73;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;22;51;73;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;3;48;73;megjelent;11;13;24;14;30;5;49
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;30;43;73;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;73;73;megjelent;26;47;73;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;angol;4;73;73;megjelent;27;46;73;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;29;44;73;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;22;51;73;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;26;47;73;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;26;47;73;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;26;47;73;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;30;43;73;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;26;47;73;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;21;52;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;22;51;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;73;73;megjelent;27;46;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;24;49;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;27;46;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;29;44;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;26;47;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;23;50;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;25;48;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;angol;4;73;73;megjelent;22;51;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;3;48;73;megjelent;15;8;23;15;30;5;50
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;28;45;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;23;50;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;angol;4;73;73;megjelent;27;46;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;28;45;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;29;44;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;73;73;megjelent;29;44;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;30;43;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;27;46;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;29;44;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;73;73;megjelent;27;46;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;73;73;megjelent;28;45;73;-;-;-;-
Borsod-Abaúj-Zemplén;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;28;45;73;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;29;44;73;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;28;45;73;-;-;-;-
Somogy;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;25;48;73;-;-;-;-
Somogy;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;27;46;73;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;73;73;megjelent;25;48;73;-;-;-;-
Szabolcs-Szatmár-Bereg;13;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;21;52;73;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;német;4;73;73;megjelent;21;52;73;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;29;44;73;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;73;73;megjelent;29;44;73;-;-;-;-
Szabolcs-Szatmár-Bereg;4;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;22;51;73;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;29;44;73;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;25;48;73;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;30;43;73;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;28;45;73;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;73;73;megjelent;29;44;73;-;-;-;-
Szabolcs-Szatmár-Bereg;13;-;nő;ismétlő;Nem;magyar;4;73;73;megjelent;26;47;73;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;25;48;73;-;-;-;-
Szabolcs-Szatmár-Bereg;13;-;férfi;ismétlő;Nem;magyar;4;73;73;megjelent;24;49;73;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;férfi;rendes;Nem;magyar;4;73;73;megjelent;23;50;73;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;27;46;73;-;-;-;-
Szabolcs-Szatmár-Bereg;12;gimnázium;nő;rendes;Nem;magyar;4;73;73;megjelent;27;46;73;-;-;-;-
Szabolcs-Szatmár-Bereg;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;73;73;megjelent;22;51;73;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;74;74;megjelent;24;50;74;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;74;74;megjelent;25;49;74;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;74;74;megjelent;25;49;74;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;angol;4;74;74;megjelent;23;51;74;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);nő;rendes;Nem;magyar;4;74;74;megjelent;26;48;74;-;-;-;-
Bács-Kiskun;12;szakgimnázium/szakközépiskola (2016.09.01-től kifutó rendszerben);férfi;rendes;Nem;magyar;4;74;74;megjelent;29;45;74;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;4;74;74;megjelent;24;50;74;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;74;74;megjelent;23;51;74;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;74;74;megjelent;25;49;74;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;4;74;74;megjelent;26;48;74;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;74;74;megjelent;28;46;74;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;74;74;megjelent;24;50;74;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;74;74;megjelent;25;49;74;-;-;-;-
Bács-Kiskun;12;gimnázium;nő;rendes;Nem;magyar;4;74;74;megjelent;27;47;74;-;-;-;-
Bács-Kiskun;12;gimnázium;férfi;rendes;Nem;magyar;4;74;74;megjelent;29;45;74;-;-;-;-
